key,value,scope,scope_id
"Shopping Cart","Grozs",module,Magento_Checkout
"Invalid method: %1","Neatļauta metode: %1",module,Magento_Checkout
"City","Pilsēta",module,Magento_Checkout
"Country","Valsts",module,Magento_Checkout
"State/Province","Štats/Province",module,Magento_Checkout
"Zip/Postal Code","Pasta indekss",module,Magento_Checkout
"My Cart (1 item)","Mans grozs (1 prece)",module,Magento_Checkout
"My Cart (%1 items)","Mans grozs (%1 preces)",module,Magento_Checkout
"My Cart","Mans grozs",module,Magento_Checkout
"For delivery questions.","For delivery questions.",module,Magento_Checkout
"Customer is already registered","Klients jau ir reģistrēts",module,Magento_Checkout
"Your session has expired","Jūsu sesija ir beigusies",module,Magento_Checkout
"A letter with further instructions will be sent to your email.","Vēstule ar turpmākajām instrukcijām tiks nosūtīta uz jūsu e-pastu.",module,Magento_Checkout
"You added %1 to your shopping cart.","Jūs pievienojāt %1 grozam.",module,Magento_Checkout
"We can't add this item to your shopping cart right now.","Pašlaik nevar pievienot grozma šo produktu.",module,Magento_Checkout
"Out of stock","Nav pieejams",module,Magento_Checkout
"We can't find the quote item.","Nevaram atrast pirkumu vienumu.",module,Magento_Checkout
"We cannot configure the product.","Mēs nevaram nokonfigurēt produktu.",module,Magento_Checkout
"You used coupon code ""%1"".","Jūs izmantojāt kuponu ar kodu ""%1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","Kupona kods ""%1"" nav derīgs.",module,Magento_Checkout
"You canceled the coupon code.","Jūs atcēlāt kuponu.",module,Magento_Checkout
"We cannot apply the coupon code.","Mēs nevaram izmantot šādu kuponu.",module,Magento_Checkout
"We can't remove the item.","Mēs nevaram izdzēst produktu.",module,Magento_Checkout
"%1 was updated in your shopping cart.","%1 tika atjaunināts jūsu pirkuma grozā.",module,Magento_Checkout
"We can't update the item right now.","Mēs nevaram atjaunot produktu šobrīd.",module,Magento_Checkout
"We can't update the shopping cart.","Mēs nevar atjaunināt iepirkumu grozam.",module,Magento_Checkout
"One-page checkout is turned off.","Vienas lapas pirkuma veikšana ir izslēgta.",module,Magento_Checkout
"Guest checkout is disabled.","Pirkuma noformēšana viesiem ir izslēgta.",module,Magento_Checkout
"Checkout","Pirkuma noformēšana",module,Magento_Checkout
"Page not found.","Lapa nav atrasta.",module,Magento_Checkout
"Please agree to all the terms and conditions before placing the order.","Lai veiktu pirkumu, jums jāpiekrīt visiem noteikumiem.",module,Magento_Checkout
"Something went wrong while processing your order. Please try again later.","Neizdevās noformēt jūsu pirkumu. Lūdzu, mēģiniet vēlreiz vēlāk.",module,Magento_Checkout
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 nepaplašina \Magento\Checkout\CustomerData\ItemInterface",module,Magento_Checkout
"Payment Method","Apmaksas veids",module,Magento_Checkout
"Payment Page","Payment Page",module,Magento_Checkout
"We can't find the product.","Mēs nevaram atrast produktu.",module,Magento_Checkout
"We found an invalid request for adding product to quote.","We found an invalid request for adding product to quote.",module,Magento_Checkout
"The product does not exist.","Produkts neeksistē.",module,Magento_Checkout
"We don't have some of the products you want.","Daži no jums vēlamajiem produktiem nav pieejami.",module,Magento_Checkout
"We don't have as many of some products as you want.","Dažu produkti mums ir nepietiekamā daudzumā.",module,Magento_Checkout
"Quantity was recalculated from %1 to %2","Daudzums tika mainīts no %1 uz %2",module,Magento_Checkout
"We adjusted product quantities to fit the required increments.","Mēs pielāgojām produktu daudzumus, lai atbilstu prasībām.",module,Magento_Checkout
"This quote item does not exist.","Šis pirkuma vienums neeksistē.",module,Magento_Checkout
"Display number of items in cart","Atrādīt produktu skaitu grozā",module,Magento_Checkout
"Display item quantities","Rādīt produktu skaitu",module,Magento_Checkout
"An error occurred on the server. Please try to place the order again.","An error occurred on the server. Please try to place the order again.",module,Magento_Checkout
"Shipping address is not set","Piegādes adrese nav norādīta",module,Magento_Checkout
"Unable to save shipping information. Please check input data.","Nebija iespējams saglabāt piegādes informāciju. Lūdzu, pārbaudiet ievades laukus.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Piegādātājs ar šādiem piegādes veidiem netika atrastas: %1, %2",module,Magento_Checkout
"Shipping method is not applicable for empty cart","Piegādes metode nav nepieciešama tukšam grozam",module,Magento_Checkout
" item"," produkts",module,Magento_Checkout
" items"," produkti",module,Magento_Checkout
"Totals calculation is not applicable to empty cart","Pavisam kopās aprēķins nav nepieciešams tukšam grozam",module,Magento_Checkout
"Invalid data","Nederīgi dati",module,Magento_Checkout
"The customer address is not valid.","Klienta adrese nav pareiza.",module,Magento_Checkout
"Invalid shipping method","Nepareizs piegādes veids",module,Magento_Checkout
"There are more than one shipping addresses.","Ir vairākas piegādes adreses.",module,Magento_Checkout
"Sorry, guest checkout is not available.","Atvainojiet, pirkuma noformēšana nav pieejama nereģistrētiem lietotājiem.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Jums ir jāapstiprina jūsu profils. Lūdzu pārbaudiet savu e-pastu un nospiediet uz apstriprinājuma saites vai <a href=""%1"">nospiediet šeit</a> lai iegūtu jaunu saiti.",module,Magento_Checkout
"Load customer quote error","Ielādēt klienta pirkumu",module,Magento_Checkout
"Error message!","Kļūdas paziņojums!",module,Magento_Checkout
"Error!","Kļūda!",module,Magento_Checkout
"DB exception","DB kļūda",module,Magento_Checkout
"Message","Ziņa",module,Magento_Checkout
"Print receipt","Print receipt",module,Magento_Checkout
"Apply Discount Code","Pielietot atlaides kodu",module,Magento_Checkout
"Enter discount code","Ievadiet atlaides kodu",module,Magento_Checkout
"Apply Discount","Izmantot atlaidi",module,Magento_Checkout
"Cancel Coupon","Atcelt kuponu",module,Magento_Checkout
"Shopping Cart Items","Iepirkumu groza produkti",module,Magento_Checkout
"Item","Produkts",module,Magento_Checkout
"Price","Cena",module,Magento_Checkout
"Qty","Skaits",module,Magento_Checkout
"Subtotal","Summa",module,Magento_Checkout
"Continue Shopping","Turpināt iepirkties",module,Magento_Checkout
"Clear Shopping Cart","Iztīrīt iepirkuma grozu",module,Magento_Checkout
"Update Shopping Cart","Atjaunināt pirkuma grozu",module,Magento_Checkout
"Update Cart","Atjaunināt Grozu",module,Magento_Checkout
"See price before order confirmation.","Apskatīt cenu pirms pasūtījuma apstiprināšanas.",module,Magento_Checkout
"What's this?","Kas tas ir?",module,Magento_Checkout
"Edit item parameters","Labot produkta parametrus",module,Magento_Checkout
"Edit","Labot",module,Magento_Checkout
"Remove item","Noņemt produktu",module,Magento_Checkout
"You have no items in your shopping cart.","Jums nav produktu grozā.",module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","Klikškiniet <a href=""%1"">šeit</a>, lai turpinātu iepirkšanos.",module,Magento_Checkout
"Estimate Tax","Aptuvenais nodokļa aprēķins",module,Magento_Checkout
"Estimate Shipping and Tax","Aptuvenās piegādes izmaksas un nodoklis",module,Magento_Checkout
"Excl. Tax","Bez PVN",module,Magento_Checkout
"Loading...","Notiek ielāde...",module,Magento_Checkout
"Order #","Pasūtījums #",module,Magento_Checkout
"Proceed to Checkout","Noformēt pirkumu",module,Magento_Checkout
"Product Name","Produkta nosaukums",module,Magento_Checkout
"Incl. Tax","Ar PVN",module,Magento_Checkout
"Your order number is: %1.","Jūsu pirkuma numurs ir: %1.",module,Magento_Checkout
"Your order # is: <span>%1</span>.","Jūsu pirkuma # ir: <span>%1</span>.",module,Magento_Checkout
"We'll email you an order confirmation with details and tracking info.","Mēs jums nosūtīsim e-pastu ar pasūtījuma apstiprinājumu un detalizētu informāciju, kā arī sekošanas informāciju.",module,Magento_Checkout
"Payment Transaction Failed Reminder","Payment Transaction Failed Reminder",module,Magento_Checkout
"Payment Transaction Failed","Norēķins neizdevās",module,Magento_Checkout
"Reason","Iemesls",module,Magento_Checkout
"Checkout Type","Noformēšanas tips",module,Magento_Checkout
"Customer:","Klients:",module,Magento_Checkout
"Items","Preces nosaukums",module,Magento_Checkout
"Total:","Kopā:",module,Magento_Checkout
"Billing Address:","Norēķinu Adrese:",module,Magento_Checkout
"Shipping Address:","Piegādes adrese:",module,Magento_Checkout
"Shipping Method:","Piegādes veids:",module,Magento_Checkout
"Payment Method:","Samaksas veids:",module,Magento_Checkout
"Date & Time:","Laiks un datums:",module,Magento_Checkout
"Sign In","Pieteikties",module,Magento_Checkout
"Email Address","E-pasta adrese",module,Magento_Checkout
"Password","Parole",module,Magento_Checkout
"Forgot Your Password?","Aizmirsāt paroli?",module,Magento_Checkout
"My billing and shipping address are the same","Mana norēķinu un piegādes adrese ir viena un tā pati",module,Magento_Checkout
"Update","Atjaunināt",module,Magento_Checkout
"Cancel","Atcelt",module,Magento_Checkout
"Save in address book","Saglabāt adrešu grāmatā",module,Magento_Checkout
"Estimated Total","Aptuvenā Pavisam kopā",module,Magento_Checkout
"You can create an account after checkout.","Jūs varat izveidot profilu pēc pasūtījuma noformēšanas.",module,Magento_Checkout
"You already have an account with us. Sign in or continue as guest.","Jums jau ir profils. Pieskaties vai turpiniet lietot nereģistrējoties.",module,Magento_Checkout
"Login","Lietotājvārds",module,Magento_Checkout
"See Details","Sīkāka informācija",module,Magento_Checkout
"Options Details","Opciju detaļas",module,Magento_Checkout
"Remove","Dzēst",module,Magento_Checkout
"Cart Subtotal","Groza starpsumma",module,Magento_Checkout
"Payment Information","Norēķinu informācija",module,Magento_Checkout
"No Payment method available.","Norēķinu veidi nav pieejami.",module,Magento_Checkout
"You can track your order status by creating an account.","Jūs varat izsekot sava pirkuma statusam, ja izveidosiet profilu.",module,Magento_Checkout
"Place Order","Veikt pasūtījumu",module,Magento_Checkout
"Forgot an Item?","Aizmirsi pievienot produktu?",module,Magento_Checkout
"Edit Your Cart","Atjauniniet savu pirkuma grozu",module,Magento_Checkout
"Ship Here","Piegādāt šeit",module,Magento_Checkout
"Ship To:","Piegādes adrese:",module,Magento_Checkout
"edit","labot",module,Magento_Checkout
"Order Summary","Pasūtījumu pārskats",module,Magento_Checkout
"View and Edit Cart","Skatīt un labot pirkuma grozu",module,Magento_Checkout
"View Details","Skatīt detaļas",module,Magento_Checkout
"Field ","Field ",module,Magento_Checkout
" is required."," is required.",module,Magento_Checkout
"Provided Zip/Postal Code seems to be invalid.","Norādītais pasta indeks nav pareizs.",module,Magento_Checkout
" Example: "," Piemērs: ",module,Magento_Checkout
"If you believe it is the right one you can ignore this notice.","If you believe it is the right one you can ignore this notice.",module,Magento_Checkout
"New Address","Jauna adrese",module,Magento_Checkout
"Are you sure you would like to remove this item from the shopping cart?","Vai esat pārliecināti, ka vēlaties izņemt šo preci no ieprirkumu groza?",module,Magento_Checkout
"Review & Payments","Pārskats un maksājumi",module,Magento_Checkout
"Select a new payment method","Select a new payment method",module,Magento_Checkout
"Shipping","Piegāde",module,Magento_Checkout
"Save Address","Saglabāt adresi",module,Magento_Checkout
"Please specify a shipping method.","Please specify a shipping method.",module,Magento_Checkout
"Checkout Options","Pirkuma noformēšanas iespējas",module,Magento_Checkout
"Enable Onepage Checkout","Ieslēgt vienas lapas pirkuma noformēšanu",module,Magento_Checkout
"Allow Guest Checkout","Atļaut nereģistrētiem lietotājiem noformēt pirkumu",module,Magento_Checkout
"Display Billing Address On","Display Billing Address On",module,Magento_Checkout
"Maximum Number of Items to Display in Order Summary","Maximum Number of Items to Display in Order Summary",module,Magento_Checkout
"Quote Lifetime (days)","Quote Lifetime (days)",module,Magento_Checkout
"After Adding a Product Redirect to Shopping Cart","After Adding a Product Redirect to Shopping Cart",module,Magento_Checkout
"Number of Items to Display Pager","Number of Items to Display Pager",module,Magento_Checkout
"My Cart Link","Mana groza saite",module,Magento_Checkout
"Display Cart Summary","Rādīt groza kopsavilkumu",module,Magento_Checkout
"Shopping Cart Sidebar","Shopping Cart Sidebar",module,Magento_Checkout
"Display Shopping Cart Sidebar","Display Shopping Cart Sidebar",module,Magento_Checkout
"Number of Items to Display Scrollbar","Number of Items to Display Scrollbar",module,Magento_Checkout
"Maximum Number of Items to Display","Maximum Number of Items to Display",module,Magento_Checkout
"Payment Failed Emails","Payment Failed Emails",module,Magento_Checkout
"Payment Failed Email Sender","Payment Failed Email Sender",module,Magento_Checkout
"Payment Failed Email Receiver","Payment Failed Email Receiver",module,Magento_Checkout
"Payment Failed Template","Payment Failed Template",module,Magento_Checkout
"Email template chosen based on theme fallback when ""Default"" option is selected.","E-pasta šablons izvēlēts balstoties uz iepriekšējās tēmas, ja ir izvēlēta ""noklusētā"" opcija.",module,Magento_Checkout
"Send Payment Failed Email Copy To","Send Payment Failed Email Copy To",module,Magento_Checkout
"Separate by "","".","Atdali ar "","".",module,Magento_Checkout
"Send Payment Failed Email Copy Method","Send Payment Failed Email Copy Method",module,Magento_Checkout
"Summary","Kopsavilkums",module,Magento_Checkout
"Order Total","Pirkuma summa",module,Magento_Checkout
"Shipping Address","Piegādes adreses",module,Magento_Checkout
"We'll send your order confirmation here.","We'll send your order confirmation here.",module,Magento_Checkout
"Payment","Apmaksa",module,Magento_Checkout
"Not yet calculated","Vēl nav aprēķināts",module,Magento_Checkout
"We received your order!","Mēs saņēmām jūsu pasūtījumu!",module,Magento_Checkout
"Thank you for your purchase!","Paldies par pirkumu!",module,Magento_Checkout
"Minimum order amount is %1","Minimālais pasūtījuma daudzums ir %1",module,Magento_Checkout
"Unable to save address. Please, check input data.","Nebija iespējams saglabāt adresi. Lūdzu, pārbaudiet ievadītos laukus.",module,Magento_Checkout
"Unable to save shipping information. Please, check input data.","Nebija iespējams saglabāt piegādes informāciju. Lūdzu, pārbaudiet ievadītos laukus.",module,Magento_Checkout
"Cart contains virtual product(s) only. Shipping address is not applicable.","Grozā ievietoti tikai virtuāli produkts(i). Piegādes adrese nav nepieciešama.",module,Magento_Checkout
"Wrong minimum amount.","Nepareizais minimālais daudzums.",module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print""> Drukāt rēķinu</a>",module,Magento_Checkout
"Forgot Password","Forgot Password",module,Magento_Checkout
"Close","Aizvērt",module,Magento_Checkout
"item","produkts",module,Magento_Checkout
"items","Preces nosaukums",module,Magento_Checkout
"Go to Checkout","Noformēt pirkumu",module,Magento_Checkout
"Recently added item(s)","Nesen pievienotie produkti(s)",module,Magento_Checkout
"View and edit cart","Skatīt un labot pirkuma grozu",module,Magento_Checkout
"No Payment Methods","Norēķinu veidi nav pieejami",module,Magento_Checkout
"Shipping Methods","Piegādes veidi",module,Magento_Checkout
"Select Method","Izvēlieties veidu",module,Magento_Checkout
"Method Title","Veida nosaukums",module,Magento_Checkout
"Carrier Title","Pārvadātāja nosaukums",module,Magento_Checkout
"Next","Nākošais",module,Magento_Checkout
"Sorry, no quotes are available for this order at this time","Atvainojiet, šobrīd nav pieejams neviens piedāvājums šim pirkumam",module,Magento_Checkout
"Item in Cart","Prece grozā",module,Magento_Checkout
"Items in Cart","Preces grozā",module,Magento_Checkout
"Require Customer To Be Logged In To Checkout","Nepieciešams klientam pieslēgties, lai verētu noformēt pasūtijumu",module,Magento_Checkout
"Maximum Display Recently Added Item(s)","Maximum Display Recently Added Item(s)",module,Magento_Checkout
"of","no",module,Magento_Checkout
"Something went wrong while saving the page. Please refresh the page and try again.","Something went wrong while saving the page. Please refresh the page and try again.",module,Magento_Checkout
"You added %1 to your <a href=""%2"">shopping cart</a>.","You added %1 to your <a href=""%2"">shopping cart</a>.",module,Magento_Checkout
"Please select at least one product to add to cart","Please select at least one product to add to cart",module,Magento_Checkout
"The quote item isn't found. Verify the item and try again.","The quote item isn't found. Verify the item and try again.",module,Magento_Checkout
"The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.","The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.",module,Magento_Checkout
"The product wasn't found. Verify the product and try again.","The product wasn't found. Verify the product and try again.",module,Magento_Checkout
"A server error stopped your order from being placed. Please try to place your order again.","A server error stopped your order from being placed. Please try to place your order again.",module,Magento_Checkout
"The shipping address is missing. Set the address and try again.","The shipping address is missing. Set the address and try again.",module,Magento_Checkout
"The shipping information was unable to be saved. Verify the input data and try again.","The shipping information was unable to be saved. Verify the input data and try again.",module,Magento_Checkout
"The shipping method can't be set for an empty cart. Add an item to cart and try again.","The shipping method can't be set for an empty cart. Add an item to cart and try again.",module,Magento_Checkout
"Billing Address","Norēķinu Adrese",module,Magento_Checkout
"Something went wrong with your request. Please try again later.","Something went wrong with your request. Please try again later.",module,Magento_Checkout
"The shipping method is missing. Select the shipping method and try again.","The shipping method is missing. Select the shipping method and try again.",module,Magento_Checkout
"Show Cross-sell Items in the Shopping Cart","Show Cross-sell Items in the Shopping Cart",module,Magento_Checkout
"Unable to place order. Please try again later.","Unable to place order. Please try again later.",module,Magento_Checkout
"Please specify a regionId in shipping address.","Please specify a regionId in shipping address.",module,Magento_Checkout
"Terms and Conditions","Noteikumi un Nosacījumi",module,Magento_CheckoutAgreements
"Add New Condition","Pievienot Jaunu Nosacījumu",module,Magento_CheckoutAgreements
"Save Condition","Save Condition",module,Magento_CheckoutAgreements
"Delete Condition","Delete Condition",module,Magento_CheckoutAgreements
"Edit Terms and Conditions","Edit Terms and Conditions",module,Magento_CheckoutAgreements
"New Terms and Conditions","New Terms and Conditions",module,Magento_CheckoutAgreements
"Terms and Conditions Information","Terms and Conditions Information",module,Magento_CheckoutAgreements
"Condition Name","Condition Name",module,Magento_CheckoutAgreements
"Status","Statuss",module,Magento_CheckoutAgreements
"Enabled","Ieslēgts",module,Magento_CheckoutAgreements
"Disabled","Izslēgts",module,Magento_CheckoutAgreements
"Show Content as","Show Content as",module,Magento_CheckoutAgreements
"Text","Teksts",module,Magento_CheckoutAgreements
"HTML","HTML",module,Magento_CheckoutAgreements
"Applied","Applied",module,Magento_CheckoutAgreements
"Store View","Veikala skats",module,Magento_CheckoutAgreements
"Checkbox Text","Checkbox Text",module,Magento_CheckoutAgreements
"Content","Saturs",module,Magento_CheckoutAgreements
"Content Height (css)","Content Height (css)",module,Magento_CheckoutAgreements
"Content Height","Content Height",module,Magento_CheckoutAgreements
"ID","ID",module,Magento_CheckoutAgreements
"Condition","Nosacījums",module,Magento_CheckoutAgreements
"Sales","Pārdošana",module,Magento_CheckoutAgreements
"Checkout Conditions","Checkout Conditions",module,Magento_CheckoutAgreements
"Checkout Terms and Conditions","Checkout Terms and Conditions",module,Magento_CheckoutAgreements
"This condition no longer exists.","This condition no longer exists.",module,Magento_CheckoutAgreements
"You deleted the condition.","You deleted the condition.",module,Magento_CheckoutAgreements
"Something went wrong  while deleting this condition.","Something went wrong  while deleting this condition.",module,Magento_CheckoutAgreements
"Edit Condition","Edit Condition",module,Magento_CheckoutAgreements
"New Condition","New Condition",module,Magento_CheckoutAgreements
"You saved the condition.","You saved the condition.",module,Magento_CheckoutAgreements
"Something went wrong while saving this condition.","Something went wrong while saving this condition.",module,Magento_CheckoutAgreements
"Automatically","Automatically",module,Magento_CheckoutAgreements
"Manually","Manually",module,Magento_CheckoutAgreements
"Please agree to all the terms and conditions before placing the order.","Lai veiktu pirkumu, jums jāpiekrīt visiem noteikumiem.",module,Magento_CheckoutAgreements
"Unable to save checkout agreement %1","Unable to save checkout agreement %1",module,Magento_CheckoutAgreements
"Unable to remove checkout agreement %1","Unable to remove checkout agreement %1",module,Magento_CheckoutAgreements
"Checkout agreement with specified ID ""%1"" not found.","Checkout agreement with specified ID ""%1"" not found.",module,Magento_CheckoutAgreements
"Close","Aizvērt",module,Magento_CheckoutAgreements
"Terms & Conditions","Terms & Conditions",module,Magento_CheckoutAgreements
"Enable Terms and Conditions","Enable Terms and Conditions",module,Magento_CheckoutAgreements
"The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.","The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.",module,Magento_CheckoutAgreements
"The ""%1"" checkout agreement couldn't be saved.","The ""%1"" checkout agreement couldn't be saved.",module,Magento_CheckoutAgreements
"The ""%1"" checkout agreement couldn't be removed.","The ""%1"" checkout agreement couldn't be removed.",module,Magento_CheckoutAgreements
"A checkout agreement with the ""%1"" specified ID wasn't found. Verify the ID and try again.","A checkout agreement with the ""%1"" specified ID wasn't found. Verify the ID and try again.",module,Magento_CheckoutAgreements
"Preview mode doesn't allow submitting the order.","Priekšskata darbība neļauj veikt pasūtījumus.",module,Magento_CheckoutStaging
"Preview Quote Lifetime (minutes)","Priekšskata kvotas laiks (minūtes)",module,Magento_CheckoutStaging
"The order can't be submitted in preview mode.","Pasūtījumu nevar veikt priekšskatā.",module,Magento_CheckoutStaging
"Static Blocks","Statiskie bloki",module,Magento_Cms
"Add New Block","Pievienot jaunu bloku",module,Magento_Cms
"Back","Atpakaļ",module,Magento_Cms
"Delete Block","Dzēst bloku",module,Magento_Cms
"Are you sure you want to do this?","Vai tiešām vēlaties to darīt?",module,Magento_Cms
"Reset","Notīrīt",module,Magento_Cms
"Save and Continue Edit","Saglabāt un turpināt labot",module,Magento_Cms
"Save Block","Saglabāt bloku",module,Magento_Cms
"ID","ID",module,Magento_Cms
"Title","Nosaukums",module,Magento_Cms
"Identifier","Identifikators",module,Magento_Cms
"Status","Statuss",module,Magento_Cms
"Disabled","Izslēgts",module,Magento_Cms
"Enabled","Ieslēgts",module,Magento_Cms
"Manage Pages","Pārvaldīt lapas",module,Magento_Cms
"Add New Page","Pievienot jaunu lapu",module,Magento_Cms
"Delete Page","Dzēst lapu",module,Magento_Cms
"Save Page","Saglabāt lapu",module,Magento_Cms
"URL Key","URL atslēga",module,Magento_Cms
"Layout","Izkārtojums",module,Magento_Cms
"Store View","Veikala skats",module,Magento_Cms
"Created","Izveidots",module,Magento_Cms
"Modified","Modified",module,Magento_Cms
"Action","Darbība",module,Magento_Cms
"Preview","Priekšskatītījums",module,Magento_Cms
"Media Storage","Mediju uzglabāšana",module,Magento_Cms
"Create Folder...","Izveidot direktoriju...",module,Magento_Cms
"Delete Folder","Dzēst direktoriju",module,Magento_Cms
"Delete File","Dzēst failu",module,Magento_Cms
"Insert File","Ievietot failu",module,Magento_Cms
"New Folder Name:","Jauns direktorijas nosaukums:",module,Magento_Cms
"Are you sure you want to delete this folder?","Are you sure you want to delete this folder?",module,Magento_Cms
"Are you sure you want to delete this file?","Are you sure you want to delete this file?",module,Magento_Cms
"Images (%1)","Images (%1)",module,Magento_Cms
"Storage Root","Glabāšanas pamatdirektorija",module,Magento_Cms
"Home","Sākums",module,Magento_Cms
"Go to Home Page","Iet uz sākumlapu",module,Magento_Cms
"CMS","CMS",module,Magento_Cms
"You deleted the block.","You deleted the block.",module,Magento_Cms
"We can't find a block to delete.","Nevar atrast bloku lai to izdzēstu.",module,Magento_Cms
"This block no longer exists.","Šis bloks vairs neeksistē.",module,Magento_Cms
"Edit Block","Labot bloku",module,Magento_Cms
"New Block","Jauns bloks",module,Magento_Cms
"Blocks","Blocks",module,Magento_Cms
"Please correct the data sent.","Izlabojiet nosūtītos datus.",module,Magento_Cms
"A total of %1 record(s) have been deleted.","Pavisam izdzēsti %1 ieraksti.",module,Magento_Cms
"You saved the block.","You saved the block.",module,Magento_Cms
"Something went wrong while saving the block.","Something went wrong while saving the block.",module,Magento_Cms
"The page has been deleted.","Lapa tika nodzēsta.",module,Magento_Cms
"We can't find a page to delete.","Nevar atrast lapu lai to izdzēstu.",module,Magento_Cms
"This page no longer exists.","Šī lapa vairs neeksistē.",module,Magento_Cms
"Edit Page","Labot lapu",module,Magento_Cms
"New Page","Jauna lapa",module,Magento_Cms
"Pages","Lapas",module,Magento_Cms
"Something went wrong while saving the page.","Something went wrong while saving the page.",module,Magento_Cms
"A total of %1 record(s) have been disabled.","A total of %1 record(s) have been disabled.",module,Magento_Cms
"A total of %1 record(s) have been enabled.","A total of %1 record(s) have been enabled.",module,Magento_Cms
"Page Title","Lapas nosaukums",module,Magento_Cms
"To apply changes you should fill in hidden required ""%1"" field","To apply changes you should fill in hidden required ""%1"" field",module,Magento_Cms
"You saved the page.","You saved the page.",module,Magento_Cms
"Directory %1 is not under storage root path.","Directory %1 is not under storage root path.",module,Magento_Cms
"The directory %1 is not writable by server.","The directory %1 is not writable by server.",module,Magento_Cms
"Make sure that static block content does not reference the block itself.","Make sure that static block content does not reference the block itself.",module,Magento_Cms
"CMS Block with id ""%1"" does not exist.","CMS Block with id ""%1"" does not exist.",module,Magento_Cms
"Enabled by Default","Ieslēgts pēc noklusējuma",module,Magento_Cms
"Disabled by Default","Izslēgts pēc noklusējuma",module,Magento_Cms
"Disabled Completely","Pilnībā izslēgts",module,Magento_Cms
"This identifier is reserved for ""CMS No Route Page"" in configuration.","This identifier is reserved for ""CMS No Route Page"" in configuration.",module,Magento_Cms
"This identifier is reserved for ""CMS Home Page"" in configuration.","This identifier is reserved for ""CMS Home Page"" in configuration.",module,Magento_Cms
"This identifier is reserved for ""CMS No Cookies Page"" in configuration.","This identifier is reserved for ""CMS No Cookies Page"" in configuration.",module,Magento_Cms
"Could not save the page: %1","Could not save the page: %1",module,Magento_Cms
"CMS Page with id ""%1"" does not exist.","CMS Page with id ""%1"" does not exist.",module,Magento_Cms
"Could not delete the page: %1","Could not delete the page: %1",module,Magento_Cms
"A block identifier with the same properties already exists in the selected store.","Bloka identifikators ar tādām pašām opcijām šajā veikalā jau eksistē.",module,Magento_Cms
"The page URL key contains capital letters or disallowed symbols.","Lapas URL atslēga satur lielos burtus vai neatļautus simbolus.",module,Magento_Cms
"The page URL key cannot be made of only numbers.","The page URL key cannot be made of only numbers.",module,Magento_Cms
"Please rename the folder using only letters, numbers, underscores and dashes.","Please rename the folder using only letters, numbers, underscores and dashes.",module,Magento_Cms
"We found a directory with the same name. Please try another folder name.","We found a directory with the same name. Please try another folder name.",module,Magento_Cms
"We cannot create a new directory.","We cannot create a new directory.",module,Magento_Cms
"We cannot delete directory %1.","We cannot delete directory %1.",module,Magento_Cms
"We can't upload the file right now.","Mēs pašlaik nevaram augšuplādēt šo failu.",module,Magento_Cms
"We can't delete root directory %1 right now.","Mēs nevaram izdzēst galveno katalogu %1 pašlaik.",module,Magento_Cms
"Privacy and Cookie Policy","Privacy and Cookie Policy",module,Magento_Cms
"Error message","Error message",module,Magento_Cms
"LocalizedException","LocalizedException",module,Magento_Cms
"RuntimeException","RuntimeException",module,Magento_Cms
"Exception","Exception",module,Magento_Cms
"Could not create a directory.","Could not create a directory.",module,Magento_Cms
"Edit","Labot",module,Magento_Cms
"Delete","Dzēst",module,Magento_Cms
"Delete %1","Dzēst %1",module,Magento_Cms
"Are you sure you want to delete a %1 record?","Are you sure you want to delete a %1 record?",module,Magento_Cms
"All Store Views","Visi veikala skati",module,Magento_Cms
"View","Skatīt",module,Magento_Cms
"px.","px.",module,Magento_Cms
"No files found","Faili nav atrasti",module,Magento_Cms
"Browse Files...","Pārlūkot failus...",module,Magento_Cms
"Collapse All","Atvērt visu",module,Magento_Cms
"Expand All","Izvērst visu",module,Magento_Cms
"We could not detect a size.","Nevar noteikt lielumu.",module,Magento_Cms
"Media Gallery","Media Gallery",module,Magento_Cms
"Content Management","Satura pārvaldība",module,Magento_Cms
"CMS Home Page","CMS mājas lapa",module,Magento_Cms
"CMS No Route Page","CMS lapa bez pārvirzīšanas",module,Magento_Cms
"CMS No Cookies Page","CMS lapa bez sīkdatnēm",module,Magento_Cms
"Show Breadcrumbs for CMS Pages","Rādīt ceļu CMS lapām",module,Magento_Cms
"Browser Capabilities Detection","Browser Capabilities Detection",module,Magento_Cms
"Redirect to CMS-page if Cookies are Disabled","Pārvirzīt uz CMS lapu, ja sīkdatnes ir izslēgtas",module,Magento_Cms
"Show Notice if JavaScript is Disabled","Rādīt paziņojumu ja JavaScript ir izslēgts",module,Magento_Cms
