key,value,scope,scope_id
"All","Visi",module,Magento_AdminGws
"None","Neviens",module,Magento_AdminGws
"Allowed Scopes","Atļautie parametri",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","Jums nav nepieciešamās atļaujas dzēst šo produktu(s): %1.",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","Jums nepieciešamas papildus tiesības, lai apstiprinātu noteikumu izmaiņas.",module,Magento_AdminGws
"Please assign this entity to a store view.","Iestatīt šo produktu veikala skatam.",module,Magento_AdminGws
"You can create orders only in an active store.","Jūs varat izveidot pasūtījumus tikai aktīvā veikalā.",module,Magento_AdminGws
"Please assign this item to a store view.","Iestatīt šo produktu veikala skatam.",module,Magento_AdminGws
"You need more permissions to save this item.","Jums nav nepieciešamās atļaujas saglabāt šo produktu.",module,Magento_AdminGws
"You need more permissions to delete this item.","Jums nav nepieciešamās atļaujas dzēst šo produktu.",module,Magento_AdminGws
"You need more permissions to view this item.","Jums nav nepieciešamās atļaujas apskatīt šo produktu.",module,Magento_AdminGws
"Please specify at least one website or one store group.","Norādiet vismaz vinu lapu vai veikalu grupu.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","Jums nav nepieciešamās atļaujas iestatīt Visus Parametrus Funkcijai.",module,Magento_AdminGws
"Incorrect website ID: %1","Nepareizs lapas ID: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Jums nepieciešama atļauja lai piekļūtu lapai ""%1"".",module,Magento_AdminGws
"Incorrect store ID: %1","Nepareizs veikala ID: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","Jums nepieciešama atļauja lai saglabātu šos iestatījumus.",module,Magento_AdminGws
"Role Scopes","Funkciju Parametri",module,Magento_AdminGws
"Custom","Pielāgots",module,Magento_AdminGws
"You don't have permissions to save this item in scope of current store view. Please, switch to allowed store view","Jums nav atļaujas saglabāt šo produktu šajā veikala skatā. Pārslēdzieties uz atļautu veikala skatu",module,Magento_AdminGws
"More permissions are needed to delete the ""%1"" item.","Lai nodzēstu produktu ""%1"" nepieciešamas lielākas atļaujas.",module,Magento_AdminGws
"This entity needs to be assigned to a store view. Verify the entity assignment and try again.","Uzņēmumu ir jāpievieno veikala skatam. Pārbaudiet vai uzņēmums ir pievienots un mēģiniet vēlreiz.",module,Magento_AdminGws
"Orders can only be completed in an active store. Verify the store and try again.","Pasutījumus var veikt tikai aktīvā veikalā. Pārbaudiet un mēģiniet vēlreiz.",module,Magento_AdminGws
"This item needs to be assigned to a store view. Assign item and try again.","Šo produktu ir jāpievieno veikala skatam. Pievienojiet un mēģiniet vēlreiz.",module,Magento_AdminGws
"More permissions are needed to save this item.","Nepieciešamas lielākas atļaujas lai saglabātu šo produktu.",module,Magento_AdminGws
"More permissions are needed to delete this item.","Nepieciešamas lielākas atļaujas lai nodzēstu šo produktu.",module,Magento_AdminGws
"More permissions are needed to view this item.","Nepieciešamas lielākas atļaujas lai apskatītu šo produktu.",module,Magento_AdminGws
"At least one website or store group needs to be selected. Select and try again.","Jāizvēlas vismaz viena mājas lapa vai veikalu grupa. Izvēlieties un mēģiniet vēlreiz.",module,Magento_AdminGws
"More permissions are needed to set All Scopes to a Role.","Nepieciešamas lielākas piekļuves tiesības lai iestatītu Darbības jomu.",module,Magento_AdminGws
"The ""%1"" website ID is incorrect. Verify the website ID and try again.","Lapai ""%1"" ir nepareizs ID. Pārbaudiet lapas ID un mēģiniet vēlreiz.",module,Magento_AdminGws
"The ""%1"" store ID is incorrect. Verify the store ID and try again.","Veikalam ""%1"" ir nepareizs ID. Pārbaudiet lapas ID un mēģiniet vēlreiz.",module,Magento_AdminGws
"More permissions are needed to save this setting.","Nepieciešamas lielākas piekļuves tiesības lai saglabātu šo iestatījumu.",module,Magento_AdminGws
"Read Details","Vairāk informācijas",module,Magento_AdminNotification
"Mark as Read","Atzīmēt kā izlasītu",module,Magento_AdminNotification
"Are you sure?","Vai esat pārliecināts?",module,Magento_AdminNotification
"Remove","Dzēst",module,Magento_AdminNotification
"Messages Inbox","Ziņu iesūtne",module,Magento_AdminNotification
"You have %1 new system messages","Jums ir %1 jaunas sistēmas ziņas",module,Magento_AdminNotification
"You have %1 new system message","Jums ir %1 jauna sistēmas ziņa",module,Magento_AdminNotification
"Incoming Message","Ienākošā ziņa",module,Magento_AdminNotification
"close","aizvērt",module,Magento_AdminNotification
"Notifications","Paziņojumi",module,Magento_AdminNotification
"The message has been marked as Read.","Ziņa atzīmēta kā izlasīta.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Kļūdas dēļ nevarēja atzīmēt ziņu kā izlasītu.",module,Magento_AdminNotification
"Please select messages.","Izvēlieties ziņas.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","Kopā %1 ziņa(s) atzīmētas kā izlasītas.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Pavisam nodzēstas %1 ziņa(s).",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Nevar nodzēst ziņu kļūdas dēļ.",module,Magento_AdminNotification
"The message has been removed.","Ziņa ir nodzēsta.",module,Magento_AdminNotification
"1 Hour","1 stunda",module,Magento_AdminNotification
"2 Hours","2 stundas",module,Magento_AdminNotification
"6 Hours","6 stundas",module,Magento_AdminNotification
"12 Hours","12 stundas",module,Magento_AdminNotification
"24 Hours","24 stundas",module,Magento_AdminNotification
"critical","kritisks",module,Magento_AdminNotification
"major","svarīgs",module,Magento_AdminNotification
"minor","mazsvarīgs",module,Magento_AdminNotification
"notice","paziņojums",module,Magento_AdminNotification
"Wrong message type","Nepareizs ziņas veids",module,Magento_AdminNotification
"Wrong notification ID specified.","Norādīts nepareizs paziņojuma ID.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} nav ieteicams lietot darbojošā veikalā lai deklarētu Base Unsecure URL / Base Secure URL. Iesakām to mainīt Magento <a href=""%1"">konfigurācijā</a>.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","Vains vai vairāki keša veidi nav validēti: %1. ",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Ejiet uz <a href=""%1"">Keša pārvaldība</a> un atjaunojiet keša veidus.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Nav iespējams sinhronizēt vienu vai vairākus mēdiju failus. Varāk informācijas log failā.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Mēdiju failu sinhronizācija ir pabeigta.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Nav pareizi nokonfigurēts web serveris, tas ļauj piekļūt sensitīviem failiem. Sazinieties ar savu hostinga kompāniju.",module,Magento_AdminNotification
"System Messages:","Sistēmas paziņojumi:",module,Magento_AdminNotification
"Critical System Messages","Kristiski sistēmas paziņojumi",module,Magento_AdminNotification
"Major System Messages","Svarīgi sistēmas paziņojumi",module,Magento_AdminNotification
"System messages","Sistēmas paziņojumi",module,Magento_AdminNotification
"Close","Aizvērt",module,Magento_AdminNotification
"See All (","Skatīt visas (",module,Magento_AdminNotification
" unread)"," nelasītās)",module,Magento_AdminNotification
"Show Toolbar","Rādīt rīkjoslu",module,Magento_AdminNotification
"Show List","Rādīt sarakstu",module,Magento_AdminNotification
"Use HTTPS to Get Feed","Lietojiet HTTPS lai lietotu plūsmu",module,Magento_AdminNotification
"Update Frequency","Atjaunošanas biežums",module,Magento_AdminNotification
"Last Update","Pēdējo reizi atjaunots",module,Magento_AdminNotification
"Severity","Nozīmīgums",module,Magento_AdminNotification
"Date Added","Pievienošanas datums",module,Magento_AdminNotification
"Message","Ziņa",module,Magento_AdminNotification
"Actions","Darbības",module,Magento_AdminNotification
"Close popup","Aizvērt uzlecošo logu",module,Magento_AdminNotification
"You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","Jūs apskatījāt un atrisinājātvisus sistēmas paziņojumus. Atjauninjiet lapu lai nodzēstu paziņojumu.",module,Magento_AdminNotification
"Manage Shopping Cart","Pārvaldīt grozu",module,Magento_AdvancedCheckout
"Create Order","Izveidot pasūtījumu",module,Magento_AdvancedCheckout
"Back","Atpakaļ",module,Magento_AdvancedCheckout
"Add Products","Pievienot produktus",module,Magento_AdvancedCheckout
"Update Items and Quantities","Atjaunot produktus un skaitu",module,Magento_AdvancedCheckout
"Are you sure you want to clear your cart?","Vai vēlaties iztukšot grozu?",module,Magento_AdvancedCheckout
"Clear my shopping cart","Iztukšot grozu",module,Magento_AdvancedCheckout
"Add selections to my cart","Pievienot izvēlēto grozam",module,Magento_AdvancedCheckout
"Cancel","Atcelt",module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","Grozs %1 iekš %2",module,Magento_AdvancedCheckout
"Select products you want to buy","Izvēlēties produktus kurus vēlaties pirkt",module,Magento_AdvancedCheckout
"Product","Produkts",module,Magento_AdvancedCheckout
"Price","Cena",module,Magento_AdvancedCheckout
"Quantity","Skaits",module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","Produkti salīdzināšanas sarakstā (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","Pēdējie pasūtītie produkti (%1)",module,Magento_AdvancedCheckout
"Products","Preces nosaukums",module,Magento_AdvancedCheckout
"ID","ID",module,Magento_AdvancedCheckout
"SKU","Artikuls",module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","Nesen salīdzinātie produkti (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","Nesen skatītie produkti (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","Pievienot grozam pēc artikula",module,Magento_AdvancedCheckout
"Add to Shopping Cart","Pievienot grozam",module,Magento_AdvancedCheckout
"Wish List (%1)","Vēlmju saraksts (%1)",module,Magento_AdvancedCheckout
"Apply","Apstiprināt",module,Magento_AdvancedCheckout
"Configure","Konfigurēt",module,Magento_AdvancedCheckout
"Add to Order by SKU","Pievienot pasūtījumam pēc artikula",module,Magento_AdvancedCheckout
"Add to Order","Pievienot pasūtījumam",module,Magento_AdvancedCheckout
"Add Products to Order","Pievienot produktus pasūtījumam",module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> produktam(iem) jāpievērš uzmanība.</span>",module,Magento_AdvancedCheckout
"Remove All","Noņemt visus",module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","Noliktavā atlikuši %1%2%3",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","Jūs varat nopirkt %1 šādus produktus vienā pirkumā.",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.","Jums jāpērk vismaz %1 šādus produktus vienā pirkumā.",module,Magento_AdvancedCheckout
"Specify the product's options.","Norādiet produkta opcijas.",module,Magento_AdvancedCheckout
"Alert me when this item is available.","Pabrīdināt kad šis produkts ir pieejams.",module,Magento_AdvancedCheckout
"We can't find this customer.","Nevaram atrast šo klientu.",module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.","Groza pārvalde šim klientam ir izslēgta.",module,Magento_AdvancedCheckout
"We can't find this store.","Nevaram atrast šo veikalu.",module,Magento_AdvancedCheckout
"Customers","Klienti",module,Magento_AdvancedCheckout
"Shopping Cart","Grozs",module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.","Atvainojiet, kļūda. Vairāk informācijas kļūdu log failā.",module,Magento_AdvancedCheckout
"You do not have access to this.","Jums nav piekļuves tiesību.",module,Magento_AdvancedCheckout
"Ordered item id is not received.","Pasūtītā produkta id nav saņemts.",module,Magento_AdvancedCheckout
"Ordered item is not loaded.","Pasūtītie produkti nav ielādēti.",module,Magento_AdvancedCheckout
"Quote item id is not received.","Piedāvātā produkta id nav saņemts.",module,Magento_AdvancedCheckout
"Quote item is not loaded.","Piedāvātais produkts nav ielādēts.",module,Magento_AdvancedCheckout
"The wish list item id is not received.","Vēlmju saraksta produkta id nav saņemts.",module,Magento_AdvancedCheckout
"The wish list item is not loaded.","Vēlmju saraksta produkts nav ielādēts.",module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.","Kļūda. Vairāk informācijas kļūdu log failā.",module,Magento_AdvancedCheckout
"You cannot configure a product.","Jūs nevarat konfigurēt produktu.",module,Magento_AdvancedCheckout
"You removed the items.","Jūs nodzēsāt produktus.",module,Magento_AdvancedCheckout
"You removed the item.","Jūs nodzēsāt produktu.",module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","Jūs pievienojāt %1 grozam.",module,Magento_AdvancedCheckout
"You cannot add a product.","Jūs nevarat pievienot produktu.",module,Magento_AdvancedCheckout
"Order by SKU","Pasūtīt pēc artikula",module,Magento_AdvancedCheckout
"The SKU was not found in the catalog.","SKU katalogā nav atrasts.",module,Magento_AdvancedCheckout
"Availability: Out of stock.","Pieejamība: Nav noliktavā.",module,Magento_AdvancedCheckout
"We don't have as many of these as you want.","Veikalā nav pieejams tāds daudzums.",module,Magento_AdvancedCheckout
"You can't add this many to your cart.","Jūs nevarat pievienot grozam tik daudz produktus.",module,Magento_AdvancedCheckout
"You need to choose options for your item.","Jums jāizvēlās opcijas produktam.",module,Magento_AdvancedCheckout
"We can't add the item to your cart.","Nevar pievienot grozam produktu.",module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","Ievadiet nepieciešamo skaitu ""Skaits"" laukā.",module,Magento_AdvancedCheckout
"This product is assigned to another website.","Šis produkts atrodas citā web lapā.",module,Magento_AdvancedCheckout
"You can add only enabled products.","Jūs varat pievienot tikai ieslēgtos produktus.",module,Magento_AdvancedCheckout
"You cannot upload this file.","Nevar augšupielādēt šo failu.",module,Magento_AdvancedCheckout
"The file is empty.","Fails ir tukšs.",module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","Jūs neesat ievadījis produkta artikulu. Nospiediet <a href=""%1"">šeit</a> lai pievienotu prudukta(u) artikulu.",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","Jūs neesat ievadījis produkta artikulu.",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","Nevar pievienot grozam produktu ar id ""%1"".",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.","Notikusi kļūda atkārtoti pasūtot šo produktu.",module,Magento_AdvancedCheckout
"We can't find this wish list.","Nevaram atrast šo vēlmju sarakstu.",module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","Jūs pievienojāt %1 produktu grozam.",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","Jūs pievienojāt %1 produktus grozam.",module,Magento_AdvancedCheckout
"%1 product requires your attention.","Pievērsiet uzmanību %1 produktam.",module,Magento_AdvancedCheckout
"%1 products require your attention.","Pievērsiet uzmanību %1 produktiem.",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","Jā, norādītajām klientu grupām",module,Magento_AdvancedCheckout
"Yes, for Everyone","Jā, visiem",module,Magento_AdvancedCheckout
"No","Nē",module,Magento_AdvancedCheckout
"The file is corrupt.","Fails ir bojāts.",module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","Augšupielādējiet failu .csv formātā.",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 produktam(iem) jāpievērš uzmanība.",module,Magento_AdvancedCheckout
"Apply Coupon Code","Pielietot kupona kodu",module,Magento_AdvancedCheckout
"Remove Coupon Code","Nodzēst kupona kodu",module,Magento_AdvancedCheckout
"Remove","Dzēst",module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","Kupona kods ""%1"" nav derīgs.",module,Magento_AdvancedCheckout
"Shopping Cart Items","Iepirkumu groza produkti",module,Magento_AdvancedCheckout
"Qty","Skaits",module,Magento_AdvancedCheckout
"Subtotal","Summa",module,Magento_AdvancedCheckout
"Discount","Atlaide",module,Magento_AdvancedCheckout
"Row Subtotal","Rindu starpsumma",module,Magento_AdvancedCheckout
"Action","Darbība",module,Magento_AdvancedCheckout
"No ordered items","Nav pasūtītu produktu",module,Magento_AdvancedCheckout
"Total %1 product(s)","Pavisam %1 produkts(i)",module,Magento_AdvancedCheckout
"Subtotal:","Starpsumma:",module,Magento_AdvancedCheckout
"Please select","Izvēlieties",module,Magento_AdvancedCheckout
"Move to Wish List","Pārvietot uz vēlmju sarakstu",module,Magento_AdvancedCheckout
"No item specified.","Nav norādīts produkts.",module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?","Vai tiešām vēlaties nodzēst šo produktu?",module,Magento_AdvancedCheckout
"SKU number","Artikula numurs",module,Magento_AdvancedCheckout
"Upload File","Augšupielādēt failu",module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","CSV failā jābūt artikula ""sku"" un skaita ""qty"" kolonnām.",module,Magento_AdvancedCheckout
"Reset","Notīrīt",module,Magento_AdvancedCheckout
"SKU: ","Artikuls: ",module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","Noliktavā tikai <span id=""%1_max_allowed"">%2</span>",module,Magento_AdvancedCheckout
"Item","Produkts",module,Magento_AdvancedCheckout
"See price before order confirmation.","Apskatīt cenu pirms pasūtījuma apstiprināšanas.",module,Magento_AdvancedCheckout
"What's this?","Kas tas ir?",module,Magento_AdvancedCheckout
"Incl. Tax","Ar PVN",module,Magento_AdvancedCheckout
"Excl. Tax","Bez PVN",module,Magento_AdvancedCheckout
"Edit item parameters","Labot produkta parametrus",module,Magento_AdvancedCheckout
"Edit","Labot",module,Magento_AdvancedCheckout
"Remove item","Noņemt produktu",module,Magento_AdvancedCheckout
"Products Requiring Attention","Produkti kuriem jāpiegriež uzmanība",module,Magento_AdvancedCheckout
"Add to Cart","Pievienot grozam",module,Magento_AdvancedCheckout
"Sku","Artikuls",module,Magento_AdvancedCheckout
"File","Fails",module,Magento_AdvancedCheckout
"File extensions allowed: .csv","Atļautie failu paplašinājumi: .csv",module,Magento_AdvancedCheckout
"Add Row","Pievienot rindu",module,Magento_AdvancedCheckout
"Remove Row","Nodzēst rindu",module,Magento_AdvancedCheckout
"Add Products By SKU","Pievienot produktus pēc artikula",module,Magento_AdvancedCheckout
"Shopping Cart Management","Iepirkšanās groza pārvaldība",module,Magento_AdvancedCheckout
"View Shopping Cart","Apskatīt iepirkumu grozu",module,Magento_AdvancedCheckout
"View and modify Shopping Cart","Apskatīt un papildināt iepirkuma grozu",module,Magento_AdvancedCheckout
"Order by SKU Settings","Šķirot pēc artikula iestatījumiem",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","Ieslēgt Šķirošanu pēc artikula Manā kontā veikala priekšskatā",module,Magento_AdvancedCheckout
"Customer Groups","Klientu grupas",module,Magento_AdvancedCheckout
"Apply Coupon","Pielietot kuponu",module,Magento_AdvancedCheckout
"Order by SKU Description","Šķirot pēc artikula apraksta",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet","Rādīt saiti tabulas ielādēšanai",module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","Definē vai saite uz Mans konts &gt; Šķirot pēc artikula lapu tiks parādīta logrīkā",module,Magento_AdvancedCheckout
"Link Text","Saites teksts",module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","Teksts saitei uz Mans konts &gt; Šķirot pēc artikula lapu",module,Magento_AdvancedCheckout
"Load a list of SKUs","Ielādēt artikulu sarakstu",module,Magento_AdvancedCheckout
"Order by SKU Template","Škirot pēc artikulu šablona",module,Magento_AdvancedCheckout
"SKU not found in catalog.","Artikuls nav atrasts katalogā.",module,Magento_AdvancedCheckout
"This file needs to be in .csv format.","Failam jābut .csv formātā.",module,Magento_AdvancedCheckout
"This customer couldn't be found. Verify the customer and try again.","Nevar atrast šādu klientu. Pārbaudiet klientu un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"This store couldn't be found. Verify the store and try again.","Nevar atrast šādu veikalu. Pārbaudiet un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"An error occurred. For details, see the error log.","Kļūda. Vairāk informācijas log failos.",module,Magento_AdvancedCheckout
"Orders can only be completed in an active store. Verify the store and try again.","Pasutījumus var veikt tikai aktīvā veikalā. Pārbaudiet un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The ordered item needs to be loaded. Load the item and try again.","Pasūtītā prece ir jāielādē. Ielādējiet to un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The quote item ID needs to be received. Set the ID and try again.","Ir jāsaņem pieprasītā produkta ID. Ielādējiet to un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The quote item needs to be loaded. Load the item and try again.","Pieprasītais produkts ir jāielādē. Ielādējiet to un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The wish list item ID needs to be received. Set the ID and try again.","Ir jāsaņem vēlmju saraksta produkta ID. Ielādējiet to un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The wish list item needs to be loaded. Load the item and try again.","Produkts no vēlmju saraksta ir jāielādē. Ielādējiet to un mēģiniet vēlreiz.",module,Magento_AdvancedCheckout
"The file is corrupt and can't be used.","Fails ir bojāts un nelietojams.",module,Magento_AdvancedCheckout
"Please correct the data sent.","Izlabojiet nosūtītos datus.",module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","Produkta veida modelis '%1' nav atrasts",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Produkta veida modelim jābūt piemēram,module,Magento_AdvancedPricingImportExport
\Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Eksportam nav pieejami produkta veidi",module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","%1 klase neiekļauj \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule","Pārdošanas noteikums",module,Magento_AdvancedSalesRule
"Index sales rule","Indeksēt pārdošanas noteikumus",module,Magento_AdvancedSalesRule
"Related Search Terms","Saistīti meklēšanas nosacījumi",module,Magento_AdvancedSearch
"Add New Search Term","Pievienot jaunu meklēšanas terminu",module,Magento_AdvancedSearch
"button_label","button_label",module,Magento_AdvancedSearch
"Missing search engine parameter.","Trūkst meklēšanas dzinēja parametrs.",module,Magento_AdvancedSearch
"Successful! Test again?","Veiksmīgi! Testēt vēlreiz?",module,Magento_AdvancedSearch
"Connection failed! Test again?","Pieslēguma kļūda! Testēt vēlreiz?",module,Magento_AdvancedSearch
"Enable Search Recommendations","Ieslēgt meklēšanas ieteikumus",module,Magento_AdvancedSearch
"When you enable this option your site may slow down.","Ieslēdzot šo opciju var samazināties lapas ātrdarbība.",module,Magento_AdvancedSearch
"Search Recommendations Count","Meklēšans ieteikumu skaits",module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation","Rādīt rezultātu skaitu katram ieteikumam",module,Magento_AdvancedSearch
"Enable Search Suggestions","Ieslēgt meklēšanas ieteikumus",module,Magento_AdvancedSearch
"Search Suggestions Count","Meklēšans ieteikumu skaits",module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion","Rādīt rezultātu skaitu katram ieteikumam",module,Magento_AdvancedSearch
"Related search terms","Saistītie atslēgvārdi",module,Magento_AdvancedSearch
"Did you mean","Vai Jūs domājāt",module,Magento_AdvancedSearch
"ID","ID",module,Magento_AdvancedSearch
"Search Query","Meklēšanas pieprasījums",module,Magento_AdvancedSearch
"Store","Veikals",module,Magento_AdvancedSearch
"Results","Rezultāti",module,Magento_AdvancedSearch
"Uses","Lieto",module,Magento_AdvancedSearch
"Redirect URL","Novirzīšanas URL",module,Magento_AdvancedSearch
"Suggested Term","Ieteiktais termins",module,Magento_AdvancedSearch
"Yes","Jā",module,Magento_AdvancedSearch
"No","Nē",module,Magento_AdvancedSearch
"Action","Darbība",module,Magento_AdvancedSearch
"Edit","Labot",module,Magento_AdvancedSearch
"Synonym","Sinonīms",module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC pieprasījums nav izdevies, pieslēguma taimauts pēc %time_out.",module,Magento_Amqp
"Message has been rejected: %1","Ziņa tik atteikta: %1",module,Magento_Amqp
"Error while checking if topic is synchronous","Kļūda pārbaudot vai temats ir sinhronizēts",module,Magento_Amqp
"Subscription status","Pierakstīšanās statuss",module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.","Atvainojiet, radās kļūda, apstrādājot jūsu pieprasījumu. Lūdzu, vēlāk mēģiniet vēlreiz.",module,Magento_Analytics
"Time value has an unsupported format","Laika vērtības formāts netiek atbalstīts",module,Magento_Analytics
"Cron settings can't be saved","Cron iestatījumus nevar saglabāt",module,Magento_Analytics
"There was an error save new configuration value.","Radās kļūda, saglabāt jaunu konfigurācijas vērtību.",module,Magento_Analytics
"Please select a vertical.","Izvēlieties vertikālu.",module,Magento_Analytics
"--Please Select--","--Lūdzu izvēlieties--",module,Magento_Analytics
"Command was not found.","Komanda nav atrasta.",module,Magento_Analytics
"Input data must be string or convertible into string.","Ievades datiem jābūt saitei vai pārvēidojamai par saiti.",module,Magento_Analytics
"Input data must be non-empty string.","Ievades dati nedrīkst būt tukša saite.",module,Magento_Analytics
"Not valid cipher method.","Nav derīga šifrēšanas metode.",module,Magento_Analytics
"Encryption key can't be empty.","Šifrēšanas atslēga nevar būt tukša.",module,Magento_Analytics
"Source ""%1"" is not exist","Avots ""%1"" neeksistē",module,Magento_Analytics
"These arguments can't be empty ""%1""","Šie argumenti nevar būt tukši ""%1""",module,Magento_Analytics
"Cannot find predefined integration user!","Nevar atrast definētu integrācijas lietotāju!",module,Magento_Analytics
"File is not ready yet.","Fails vēl nav gatavs.",module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","Pamata URL ir mainīta, un atskaites tiek atjauninātas. Papildu Atskaites būs pieejamas tiklīdz šī izmaiņas būs apstrādātas. Lūdzu, vēlāk mēģiniet vēlreiz.",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service. ","Neizdevās sinhronizēt datus ar Magento Business Intelligence pakalpojumu. ",module,Magento_Analytics
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1"">Atkārot sinhronizāciju</a>",module,Magento_Analytics
"TestMessage","TestMessage",module,Magento_Analytics
"Apps and Games","Aplikācijas un spēles",module,Magento_Analytics
"Athletic/Sporting Goods","Sporta preces",module,Magento_Analytics
"Art and Design","Māksla un dizains",module,Magento_Analytics
"Advanced Reporting","Paplašinātas atskaites",module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Iegūstiet jaunu informāciju un pārvaldiet biznesa izaugsmi lietojot dinamiskas produktu, pasūtījumu un klientu atskaites par jūsu klientu datiem.",module,Magento_Analytics
"Go to Advanced Reporting","Iet uz Paplašinātajām atskaitēm",module,Magento_Analytics
"Analytics","Analītika",module,Magento_Analytics
"API","API",module,Magento_Analytics
"Configuration","Konfigurācija",module,Magento_Analytics
"Business Intelligence","Business Intelligence",module,Magento_Analytics
"BI Essentials","BI Essentials",module,Magento_Analytics
